adm3_pcode,adm1_name,adm2_name,adm3_name,landslide_label,area_km2,centroid_lon,centroid_lat,chirps_monthly_mean_mm,chirps_monthly_max_mm,chirps_total_mm_available_period,chirps_mean_annual_total_mm,chirps_max_annual_total_mm,chirps_mean_monsoon_total_mm,chirps_max_monsoon_total_mm,chirps_latest_12_month_total_mm,chirps_latest_12_month_mean_mm,elevation_mean_m,elevation_min_m,elevation_max_m,elevation_range_m,elevation_std_m,slope_mean_degrees,slope_max_degrees,aspect_mean_degrees,aspect_sin_mean,aspect_cos_mean,nearest_river_distance_km,river_length_km,river_density_km_per_km2,river_intersection_count,hybas_dist_sink,hybas_dist_main,hybas_sub_area_km2,hybas_up_area_km2,landcover_tiles_used_count,lc_10_tree_cover_percent,lc_20_shrubland_percent,lc_30_grassland_percent,lc_40_cropland_percent,lc_50_built_up_percent,lc_60_bare_sparse_vegetation_percent,lc_70_snow_and_ice_percent,lc_80_permanent_water_bodies_percent,lc_90_herbaceous_wetland_percent,lc_100_moss_and_lichen_percent,dominant_landcover_percent,landcover_classes_over_5_percent,worldpop_population_sum,worldpop_population_density_per_km2,worldpop_population_mean_pixel_value,worldpop_population_max_pixel_value,osm_road_length_km,osm_major_road_length_km,osm_road_segment_count,osm_road_density_km_per_km2,osm_major_road_density_km_per_km2,osm_building_count,osm_building_footprint_area_km2,osm_building_density_per_km2,osm_building_footprint_percent,osm_place_count,osm_place_density_per_km2,osm_nearest_place_distance_km
NP0113301,Koshi,Okhaldhunga,Siddhicharan,1,167.53207677043133,86.51398432882111,27.323568572805176,123.10372979792896,519.9590911865234,16742.107252518337,1395.175604376528,1707.7446403503418,1215.4491610671537,1389.742487589518,1712.755336523056,142.72961137692133,1729.026882317102,386.0,3347.06787109375,2961.06787109375,627.9576870088237,26.937526740280312,67.28946385315588,279.90644694402334,-0.0320306462391567,0.005593956624574,1.6066894216909573,41.16800445861775,0.2457320726408121,20,949.0,949.0,140.1,140.1,1,73.12622980144296,0.0,20.171725001490667,5.819569494961541,0.2981336831435215,0.3279470514578737,0.0,0.2563949675034285,0.0,0.0,73.12622980144296,3,5231.719264984131,31.22816457503323,227.46605499931005,964.28173828125,677.4418160189947,87.74721396785074,1463,4.043654379974595,0.5237636616186073,14485,0.6279004482587464,86.46105437974573,0.374794165011848,7,0.0417830431935257,1.3898809334510582
NP0113401,Koshi,Okhaldhunga,Khiji Demba,1,179.43967861012047,86.36227113094291,27.453509471169514,121.80600257095168,653.0571655273437,16565.61634964943,1380.4680291374525,1842.8260332107543,1222.8096266313032,1588.766261291504,1683.59866437912,140.29988869826,2382.497221666002,797.3667602539062,3442.37255859375,2645.005798339844,517.4050673282413,27.867529280812548,73.7143311754456,333.20146646212805,-0.1037421650119757,0.2053876413265238,1.817498723583444,64.16840452170635,0.357604321512016,24,983.4,983.4,131.8,652.2,1,77.79563338135875,0.0,21.66130998559237,0.4433115371827552,0.0332483652887066,0.0609553363626288,0.0,0.0055413942147844,0.0,0.0,77.79563338135875,2,0.0,0.0,0.0,0.0,326.88873529214345,0.0,404,1.821719353401176,0.0,5321,0.3209529349423944,29.65341913903703,0.1788639711285643,4,0.0222916137109844,3.169588276626432
NP0113402,Koshi,Okhaldhunga,Likhu,0,87.88299307289108,86.26649882632717,27.380853575248302,119.43397494449334,566.4536590576172,16243.020592451096,1353.5850493709247,1708.3609470129013,1193.9772290316496,1451.9269218444824,1608.654578089714,134.05454817414284,1489.158006537955,491.0059814453125,2787.139892578125,2296.1339111328125,605.3469894992176,28.128505325419653,73.69453367296315,293.9517148813601,-0.3274827720347132,0.1454741597268365,0.1120562685569373,39.61059188617057,0.4507196500842561,12,971.5,971.5,146.0,798.3,1,66.58300057045065,0.0,26.183685111237875,6.628636622932116,0.0342270393610952,0.4677695379349686,0.0,0.1026811180832857,0.0,0.0,66.58300057045065,3,5199.325578451157,59.16190831300865,14.128602115356404,214.2460021972656,297.5600840833616,15.261961889134945,641,3.3858665218259247,0.17366229068321,5452,0.2948753698776155,62.03703139102299,0.3355317787515984,3,0.0341362975372466,2.896497273463184
NP0113403,Koshi,Okhaldhunga,Molung,1,112.2789388029636,86.42792329998085,27.365405412126943,120.43609879472676,591.3373616536459,16379.30943608284,1364.9424530069034,1683.9972250461578,1200.943126447273,1435.3511149088542,1684.889170885086,140.40743090709051,1755.6027578105222,656.8447265625,3019.419189453125,2362.574462890625,533.2673443657847,29.120309982606027,67.89894304850804,167.30874765786476,0.0220909371130081,-0.0980950483191255,0.920828540044386,49.38361121514494,0.4398296932767364,21,928.8,928.8,410.4,410.4,1,78.5752401280683,0.0,17.378157239416577,3.868729989327641,0.0444681607968694,0.1334044823906083,0.0,0.0,0.0,0.0,78.5752401280683,2,5718.057428359985,50.92724859463187,154.54209265837798,981.3295288085938,369.09454049761473,27.81532464652169,627,3.287299866142594,0.2477341248774566,7108,0.3255243506459589,63.30661899533722,0.2899246769843595,2,0.0178127796835501,0.959096734217436
NP0113404,Koshi,Okhaldhunga,Champadevi,1,126.69344530277276,86.29134674373492,27.31024468945477,113.1484464697978,497.1731506347657,15388.1887198925,1282.3490599910417,1551.25406703949,1115.107489707253,1303.3430801391603,1546.3891890525815,128.8657657543818,1410.0842552509716,380.0,2810.750732421875,2430.750732421875,501.9991154904287,31.383911896217963,70.35299302027899,250.46497956694907,-0.1911319961726759,-0.0678148919158018,0.480608877754629,33.983936595643364,0.2682375281091168,16,959.0,959.0,210.0,1008.0,1,61.2436788874842,0.0,29.40897597977244,8.644121365360304,0.0395069532237673,0.2291403286978508,0.0,0.4345764854614412,0.0,0.0,61.2436788874842,3,7250.0574951171875,57.225198018658,1812.5143737792969,2417.3681640625,358.64139978338034,43.345929194359904,814,2.8307810157526063,0.3421323738633166,7485,0.3227283759707554,59.07961522486268,0.2547317070741088,2,0.0157861363326286,2.538687407625088
NP0113405,Koshi,Okhaldhunga,Sunkoshi,1,143.48178815525264,86.37230675255603,27.269716685603687,114.97776549248135,487.5060424804688,15636.976106977463,1303.081342248122,1591.0157030582427,1129.194840587269,1294.6033630371094,1563.2271377563477,130.2689281463623,1327.077419296209,358.5,2809.53564453125,2451.03564453125,511.5485221105757,32.31298045573502,70.91908449991547,147.0073813766893,0.1081007039377725,-0.1665074448066018,0.2812475521137709,51.30015595566502,0.3575377517609157,22,928.8,928.8,410.4,410.4,1,63.830978032741015,0.0,29.31999440324612,6.023506366307542,0.020987827060305,0.4337484259129704,0.0,0.3707849447320553,0.0,0.0,63.830978032741015,3,3862.789810180664,26.92181258572678,429.1988677978516,2841.63525390625,472.1129564567928,43.45576534809943,1292,3.290403350325889,0.3028660703690051,8119,0.2921921975075585,56.58557859074728,0.2036441009442924,12,0.0836343075611488,1.4324688515306934
NP0113406,Koshi,Okhaldhunga,Chishankhu Gadhi,1,111.68401758928182,86.6143893986676,27.307306270412955,141.4850533902645,632.5694885253906,19241.967261075974,1603.4972717563312,1975.688338637352,1404.601825714111,1622.7096328735352,1987.2007907629013,165.60006589690843,1195.9154286805992,422.5,3043.94775390625,2621.44775390625,457.2182284683075,28.855434149986724,67.72492702904476,159.3750908278924,0.059777998971385,-0.1588270970572318,0.5513090995403541,44.454173332579394,0.3980352273506107,12,949.0,949.0,140.1,140.1,1,68.62411601468087,0.0,25.92426819443201,4.287888282159162,0.0089517500671381,0.8235610061767075,0.0,0.3312147524841106,0.0,0.0,68.62411601468087,2,6873.53742980957,61.54450366467847,458.23582865397134,1498.5771484375,443.4628673075312,42.96057946228267,988,3.970692287757472,0.3846618378313563,6726,0.2559591316013402,60.22347821274551,0.2291815222323309,6,0.0537229957294786,1.3723232948386646
NP0113407,Koshi,Okhaldhunga,Manebhanjyang,1,146.31650477524138,86.46850344733969,27.217132484849376,119.59657221550452,513.7830200195312,16265.133821308613,1355.4278184423845,1622.201014339924,1181.7177439602938,1325.8177108764648,1585.5685579776764,132.13071316480637,1092.6001646582188,331.0,2289.193603515625,1958.193603515625,405.9636899478118,31.72670695653376,72.55714878944572,180.5683160545571,-0.0024204616243744,-0.2440150797512174,0.8216131412044055,43.29023041086423,0.2958670348048766,23,919.3,919.3,215.2,4081.7,1,62.278116647248304,0.0,27.04406826125694,9.03981906654787,0.1507778767733534,0.664793365773422,0.0,0.8224247824001097,0.0,0.0,62.278116647248304,3,11732.2074508667,80.1837596441269,355.52143790505147,2884.607666015625,595.9872380298696,35.01478085422468,1770,4.073274159640247,0.2393084834004976,8293,0.3810438794559987,56.67849989130742,0.260424399859281,6,0.0410069937715958,1.00959824369949
NP0114301,Koshi,Udayapur,Katari,1,424.09150817477615,86.38407015143463,26.998837570063504,116.55569048138226,519.7623392740885,15851.573905467989,1320.9644921223323,1689.9037160078683,1126.8775963060784,1318.8059158325195,1474.0939772725103,122.8411647727092,577.7387825577332,122.0,2113.52978515625,1991.52978515625,360.9388432666896,20.455306553808345,65.08309479850575,340.41708330861985,-0.0398881162758198,0.1121246228694451,1.3779364411195607,135.95649141526673,0.320582913815941,51,830.4,830.4,116.5,116.5,2,80.95181805286302,0.0260059577284978,4.952952858291172,11.194382713130643,0.3380774504704714,1.870064778476524,0.0,0.6666981890396709,0.0,0.0,80.95181805286302,2,81630.24471092224,192.48262023035105,292.58152226137,2206.93994140625,912.5826100301834,124.09241287016296,1964,2.1518530610475954,0.2926076341500856,12007,0.6283417386199286,28.31228583584769,0.1481618298192797,14,0.0330117432915688,4.211875420798785
NP0114302,Koshi,Udayapur,Triyuga,1,546.1638819598398,86.6908120953006,26.80688854879245,132.07834999263287,531.739778137207,17962.65559899807,1496.8879665831726,1853.1959299445152,1286.1512914484197,1450.9493392944337,1657.2026039004325,138.1002169917027,365.6789973336621,124.0,1940.5675048828125,1816.5675048828125,261.7966639971788,14.818238058901125,66.70184653945422,101.84039399055824,0.0450543184053388,-0.0094454923366765,1.7111372627863146,141.7306065404033,0.2595019759121035,45,823.2,823.2,181.3,181.3,1,83.33210590271385,0.0294583348676216,1.9552969768383843,11.752034466251796,0.8229922303641786,1.911109474536952,0.0,0.1970026144272195,0.0,0.0,83.33210590271385,2,16788.27748441696,30.7385347858858,19.52125288885693,956.1348266601562,741.7875424435031,102.37216560323684,1596,1.358177585419403,0.1874385490960832,27126,1.6694555076178146,49.66641130252295,0.305669335296795,6,0.0109857136258621,0.8667078480734858
NP0114303,Koshi,Udayapur,Chaudandigadhi,0,283.04402558560434,86.88017532468984,26.808715203364898,137.8428218385434,561.3074285333806,18746.6237700419,1562.2186475034916,1920.2731909535148,1352.527822573323,1587.2886851917615,1767.5065007209778,147.29220839341482,273.9675238605671,101.0,1061.690673828125,960.690673828125,189.3205227756121,12.33456156836072,60.17070072731477,166.09801345018093,0.0039695448877772,-0.0160378021135272,0.307289582956453,88.30910107086204,0.311997756844204,24,797.5,797.5,122.2,604.0,1,72.34640848579768,0.0035594788922901,1.9078806862675304,21.13262618352673,0.5410407916281056,3.0647113262618357,0.0,1.0037730476258275,0.0,0.0,72.34640848579768,2,36309.49153804779,128.28213371727318,38.06026366671677,2156.307861328125,516.470949057736,61.84551813764362,957,1.8247018215247,0.2185014080749037,16935,0.9924604340946764,59.83168153774773,0.3506381850107324,2,0.0070660385636548,0.575142642699036
NP0114304,Koshi,Udayapur,Belaka,1,338.37423577392013,87.04997424982113,26.824493098673603,156.3527473034387,740.6544910777699,21263.973633267666,1771.9978027723052,2143.80529219454,1575.8713909811224,1822.904296875,1993.45250602202,166.12104216850165,315.7362826546534,73.79639434814453,1217.62451171875,1143.8281173706057,250.7536429895658,14.310942848054625,63.23231484160557,163.68954184918445,0.022002776729731,-0.0751926768771654,1.0376502868273665,120.32398186981668,0.355594395638944,36,782.6,782.6,218.7,218.7,2,69.79518143609779,0.3551767004084532,3.995737879595098,20.98206357662937,0.3048600011839223,1.9712306872669156,0.0,2.5957497188184453,0.0,0.0,69.79518143609779,2,21419.21461558342,63.30037086480296,24.964119598582077,814.822509765625,589.1708876021489,41.15683879611039,976,1.7411812877969677,0.1216311244914306,11569,0.6602002326210943,34.189955312465514,0.1951094861318571,11,0.0325083852050411,1.9511379237785345
NP0114401,Koshi,Udayapur,Tapli,0,118.86033160544108,86.54287109796246,27.07837596206488,113.91092468219644,494.1539672851562,15491.885756778716,1290.9904797315596,1497.0576148986815,1109.3418554132634,1207.078039550781,1489.4337440490722,124.119478670756,1086.4171814568458,287.5,2119.16943359375,1831.66943359375,415.0605918796906,29.009171724049573,65.43904720829286,340.2302628543584,-0.0804418728945855,0.223806731416023,0.7799391983882542,32.8579905676819,0.276442023372058,15,906.5,906.5,198.9,16567.3,1,74.90341004535527,0.0,12.951453048882916,10.994456576516043,0.0251973794725348,0.6887283722492861,0.0,0.4367545775239375,0.0,0.0,74.90341004535527,3,2099.3237628936768,17.66210588964549,6.192695465763058,18.344545364379883,480.3630917640337,52.20844395547056,1131,4.041407972498405,0.4392419510386139,4882,0.2078060690184527,41.07341729624214,0.1748321464458542,9,0.0757191224224046,2.034289436064895
NP0114402,Koshi,Udayapur,Limchunbung,0,106.55606130177644,86.64083497936662,27.087139926243392,118.16142418454676,514.3970540364584,16069.953689098358,1339.162807424863,1584.5117588837943,1153.678670709783,1290.592041015625,1613.8028825124104,134.48357354270087,1114.114816045813,251.0,2244.66552734375,1993.66552734375,468.5526315900246,31.094729855257352,60.00404431494731,27.979058265380463,0.0840547690429888,0.1582235152675869,1.1668690071431669,34.24205878987147,0.3213525197116178,9,884.2,884.2,145.5,16814.3,1,74.74415547835885,0.0,15.904609895784432,8.018026476387194,0.0,0.5539385973148061,0.0,0.7792695521547273,0.0,0.0,74.74415547835885,3,169.2144775390625,1.588032397892709,169.2144775390625,169.2144775390625,402.0298386812197,5.388311831776488,474,3.772941996632502,0.050567858514555,2233,0.103010358002276,20.956104915289064,0.0966724527387901,8,0.0750778501219491,2.0319519852639605
NP0114403,Koshi,Udayapur,Udayapurgadhi,1,268.94590931436977,86.5364343932052,26.937688919775987,127.14846491270204,516.9273193359375,17292.191228127478,1441.01593567729,1773.411886835098,1242.902600929954,1404.8597091674803,1638.4001613140106,136.53334677616755,766.4106711858545,131.50405883789062,2122.003662109375,1990.4996032714844,361.302695246304,23.662447809692814,66.22593253949205,216.48703163599788,-0.0841192509301572,-0.1137344720859641,0.726237687526235,73.64592173262876,0.2738317229675516,25,839.6,839.6,112.5,112.5,2,88.8050267697799,0.0,3.0301903628792384,7.960291493158834,0.0334622248661511,0.1710291493158834,0.0,0.0,0.0,0.0,88.8050267697799,2,5843.007751464844,21.725587001343737,265.5912614302202,1039.4986572265625,678.9890730752696,40.7279936431181,1083,2.524630602511236,0.1514356315994801,7980,0.4090348155382419,29.67139385143877,0.1520881342203732,2,0.0074364395617641,3.4039421831943217
NP0114404,Koshi,Udayapur,Rautamai,1,203.6109292331638,86.67109400038952,26.982012039480697,118.70051967521675,477.8014221191406,16143.27067582948,1345.2725563191232,1547.2932888780322,1159.7955221200918,1264.616435459682,1575.0487102781024,131.25405918984185,1091.6124151409783,197.9146728515625,2342.0517578125,2144.137084960937,465.761726797071,29.963035595020216,66.22660390687805,71.37685511494327,0.1269781268544094,0.0427899714021491,1.348733413183713,64.2226104496231,0.3154182866877395,24,873.0,873.0,117.8,117.8,2,87.36385589670297,0.0,6.786259918190331,5.357054851904786,0.0887092799763441,0.1379922132965354,0.0,0.2661278399290325,0.0,0.0,87.36385589670297,3,10021.36679172516,49.218216475252426,81.47452676199316,348.7056579589844,644.6123958642502,93.02463716927618,981,3.1659027258113253,0.4568744787896409,4251,0.2193861038320827,20.87805412022845,0.10774770522306,4,0.0196453108635412,1.8196636543974112
NP0114595,Koshi,Udayapur,Koshi Tappu,0,5.370247999113331,86.99849915947611,26.71495485921028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.20961967749491,88.5,99.33872985839844,10.838729858398438,0.632884425768779,0.4544042437643888,6.265447401492239,197.89331217077972,-0.0116651840113303,-0.0361305235151753,0.2927189669686954,4.95453782288947,0.9225901343303888,3,782.6,782.6,218.7,218.7,2,31.83453237410072,2.5179856115107917,32.014388489208635,27.87769784172662,0.0,3.41726618705036,0.0,2.338129496402878,0.0,0.0,32.014388489208635,3,0.0,0.0,0.0,0.0,7.780575027775229,0.0,9,1.448829742883357,0.0,5,0.0004811689621224,0.9310556981401116,0.0089599020790461,0,0.0,2.972853996512804
NP0215301,Madhesh,Saptari,Surunga,0,106.809466085805,86.53956906025304,26.699365478677063,127.837269403654,530.0392456054688,17385.868638896944,1448.8223865747452,1918.4278741836547,1228.7298755992542,1449.5903411865231,1534.6193968772889,127.88494973977409,126.06149977849996,82.42838287353516,386.43304443359375,304.0046615600586,32.89956642911535,3.0229614055558875,46.164074873290566,237.4975382705482,-0.2098172052641299,-0.1336809756383288,0.6242983641018102,45.06412334440671,0.4219113248652007,12,726.8,726.8,220.6,220.6,1,26.01595495072736,0.00938526513374,6.166119192867199,60.084467386203656,2.1961520412951665,5.246363209760676,0.0,0.2815579540122008,0.0,0.0,60.084467386203656,4,34941.124715805054,327.1350938851733,57.000203451558,1440.26904296875,212.63551132994417,26.192581467526427,569,1.9907927557574736,0.2452271547400556,8016,0.4826974746725656,75.0495278532745,0.4519238718830335,12,0.1123495925947223,1.363897415527392
NP0215302,Madhesh,Saptari,Khadak,0,96.5525666275848,86.6045480290314,26.64074165683359,134.53521966303094,581.4252319335938,18296.78987417221,1524.7324895143508,2028.7319896698,1292.8302554043855,1540.5275512695312,1606.6017610549927,133.88348008791607,137.87717336548997,83.66913604736328,431.9741516113281,348.30501556396484,55.86780982014693,5.477408749760797,52.02870823708596,201.0878172626742,-0.0951351260953487,-0.2467046147679288,0.8851452666244032,44.58516520947149,0.4617708960699302,5,726.8,726.8,220.6,220.6,1,38.22887433738696,0.0207878598898243,3.294875792537158,54.32907182205592,3.0662093337490903,0.9978172747115684,0.0,0.062363579669473,0.0,0.0,54.32907182205592,2,35436.830674648285,367.0211151541162,53.85536576694268,317.029296875,158.3870533651134,10.51205119532061,461,1.6404230244446203,0.1088738659415123,7828,0.4700620937073955,81.07500684257897,0.4868457775135933,11,0.1139275773209464,0.7353154103060239
NP0215303,Madhesh,Saptari,Shambhunath,0,108.45402988494628,86.68197972747163,26.638158305794395,140.6959862486989,579.7858683268229,19134.654129823048,1594.5545108185872,2065.170821348826,1353.7107789010713,1582.5430552164714,1684.5185062090557,140.37654218408798,160.6130918610957,80.52698516845703,452.9016418457031,372.3746566772461,69.91352852701371,7.981528350075128,58.876701393817946,188.76556269999065,-0.0327675646335085,-0.21251035881873,0.1029139522259875,27.58875837810361,0.2543820493103964,7,719.5,719.5,321.9,322.1,1,49.06555090655509,0.0278940027894002,2.436076243607624,45.68107856810786,2.02696420269642,0.6508600650860066,0.0,0.1115760111576011,0.0,0.0,49.06555090655509,2,31064.66015005112,286.431589337954,45.283761151678014,538.611328125,158.22294763675805,18.110049928440368,463,1.4588941305787275,0.166983651484896,5826,0.3230992443334132,53.71861244972203,0.2979135442695618,8,0.0737639717812866,0.7322905572851973
NP0215304,Madhesh,Saptari,Saptakoshi,0,60.0894745446544,86.92725022385925,26.71063890123982,154.83458660630615,616.18115234375,21057.50377845764,1754.7919815381367,2167.221417427063,1522.0568958629262,1807.705993652344,1943.1341395378115,161.92784496148428,128.79599904376818,86.21031951904297,290.28350830078125,204.07318878173828,42.31804658633749,4.450002373087623,35.389897760789,117.06084312396614,0.2026469896695869,-0.103525006485126,0.9477145110927844,17.094964718671687,0.2844918323585584,6,764.7,764.7,153.8,1120.2,1,54.98241500586166,0.0,2.3111706581812093,34.98576452855468,1.9427231619494223,4.220398593200469,0.0,1.557528052252554,0.0,0.0,54.98241500586166,2,16893.005469322205,281.1308568985484,15.483964683155092,191.7362518310547,96.82094723682596,7.833841298610248,209,1.611279645404042,0.1303696089535393,8239,0.4213399049991845,137.11219914025602,0.7011875344093306,4,0.0665673985387819,1.385306642307911
NP0215305,Madhesh,Saptari,Kanchanrup,0,117.02611749217414,86.89818397535196,26.63609918249385,149.27254113934788,617.9223225911459,20301.065594951317,1691.755466245943,2113.8535127242408,1454.5362521084871,1746.6940053304036,1795.121829509735,149.59348579247794,118.20617494525877,76.0,363.8879089355469,287.8879089355469,49.36855362989576,4.276372520285885,50.24180998772471,129.20405678843923,0.138166649021367,-0.1127022602265224,2.49878990305532,33.95115797171185,0.2901160757895113,9,757.9,757.9,212.9,213.0,1,36.19991383024559,0.0,5.359758724687635,45.18741921585524,2.3438173201206376,3.050409306333477,0.0,7.841447651874192,0.0172339508832399,0.0,45.18741921585524,4,42602.305092811584,364.0410021776594,38.76460881966477,322.7254333496094,279.40296904720543,35.37382567513487,730,2.387526605468133,0.3022729150823995,24312,1.1738466887286998,207.7484968398256,1.003063857781318,8,0.0683608084369284,1.5956509659750455
NP0215306,Madhesh,Saptari,Bode Barsain,0,58.80137220668896,86.57134054765135,26.56442761648281,129.958684072775,582.8189697265625,17674.3810338974,1472.8650861581166,2003.2348375320437,1254.9929559881036,1521.6512145996094,1526.277643918991,127.18980365991592,84.46674432917915,65.51107788085938,114.11455535888672,48.603477478027344,8.169765698133634,1.3328016980832649,15.37148385120449,208.5760888308618,-0.0994613522592049,-0.1826063059864819,0.5719631226975682,20.501257060424223,0.3486526979057828,7,726.8,726.8,220.6,220.6,1,9.31297709923664,0.0,2.103477523324852,83.20610687022901,4.223918575063614,0.5937234944868532,0.0,0.5597964376590331,0.0,0.0,83.20610687022901,2,34207.62383413315,581.7487339222647,38.00847092681461,237.90513610839844,152.57458057894962,19.01427659884943,437,2.5947452389825942,0.3233645046924,6294,0.3798409476876043,107.03831838951584,0.6459729312990343,8,0.1360512467613801,1.75960444322316
NP0215307,Madhesh,Saptari,Dakneshwori,0,68.9554970097098,86.63036261710023,26.53016349007496,133.79155248754165,583.5341796875,18195.651138305664,1516.304261525472,2017.159689426422,1283.4154052734375,1539.2584075927734,1564.759417772293,130.3966181476911,78.64663050441514,65.243896484375,103.58463287353516,38.34073638916016,7.005367041539872,1.288573822948522,15.279799012018035,183.3683982621905,-0.0111839009029212,-0.190016697085387,0.088406489359321,39.00063792102614,0.5655914265331792,4,719.5,719.5,321.9,322.1,1,8.98533894614603,0.0,2.235447815357817,84.22122223835099,3.425751197561329,0.899985484105095,0.0,0.2322543184787342,0.0,0.0,84.22122223835099,2,32237.46564102173,467.51117806434326,55.20113979627008,218.2171630859375,183.20440295647137,9.594316333958211,550,2.656849865510706,0.1391378026411326,11519,0.4987138473271956,167.0497712224158,0.7232401606168837,11,0.1595231776583535,1.653492659390518
NP0215308,Madhesh,Saptari,Rajbiraj,0,55.13607137923961,86.76534826704564,26.53548944719254,136.22994828224182,601.8563639322916,18527.272966384888,1543.9394138654072,2061.419398784637,1312.230902931907,1630.6612548828125,1590.6821697552998,132.5568474796083,81.57972640529309,66.65068054199219,106.40111541748048,39.75043487548828,7.333244417848071,1.6021667124088737,16.45535015923221,179.5019939773953,0.0015216428886405,-0.1750611758767362,0.3598761983068968,18.581313486590552,0.3370082964160369,2,719.7,719.7,375.1,375.1,1,14.667879890809829,0.0,3.967242948134668,69.31756141947226,8.298453139217472,3.348498635122839,0.0,0.4003639672429481,0.0,0.0,69.31756141947226,3,52894.28279876709,959.3407995094004,30.12202892868285,121.71715545654295,212.7498222562291,34.453273365560776,543,3.858632233567802,0.6248771902622984,9245,0.7108606883852314,167.67607427831757,1.2892842572981935,7,0.1269586284422091,1.5237108964225832
NP0215309,Madhesh,Saptari,Hanumannagar Kankalini,0,117.87921807208951,86.8761748656675,26.51246942050012,147.57602742182857,642.2215270996094,20070.339729368687,1672.5283107807238,2146.125070631504,1433.5667641379616,1706.4498977661133,1710.2423080205915,142.5201923350493,73.91118883779336,61.97572708129883,97.91261291503906,35.936885833740234,4.259796498616393,0.9104944353187252,17.860318913833922,213.15697070313303,-0.0391048194641362,-0.0598564902162207,0.2447042422859143,55.45021940594686,0.4703986021695194,24,743.8,743.8,181.2,56143.3,1,12.22610623241538,0.0,12.865546934947568,46.568334896410605,1.5517094381447694,2.958478983715577,0.0,23.53141785318441,0.2984056611816864,0.0,46.568334896410605,4,36986.03991031647,313.76217551508955,37.02306297328976,319.9789123535156,324.65293066940006,37.43035045849331,1006,2.754115067770956,0.3175313772068171,18784,0.8377719326017603,159.3495469957441,0.7107036730506793,12,0.1017991143499217,1.84257631037776
NP0215401,Madhesh,Saptari,Rupani,0,55.94372543384229,86.72961124139803,26.612636029917688,141.1424766235492,614.5073547363281,19195.37682080269,1599.6147350668907,2086.755388736725,1353.6238070401278,1652.946746826172,1668.2542185783386,139.02118488152823,129.578887311666,83.66458892822266,400.7283935546875,317.06380462646484,56.2353223172678,4.252297535560826,52.80325813334148,183.5624970000692,-0.0161242047751403,-0.2589919475522274,0.2516627390055754,10.84083113746911,0.1937810014152385,3,719.7,719.7,375.1,375.1,1,29.26391382405745,0.0179533213644524,3.967684021543986,61.16696588868941,2.2621184919210053,3.1238779174147218,0.0,0.1974865350089766,0.0,0.0,61.16696588868941,2,21465.28554296493,383.6942458962493,36.69279579994006,206.5712738037109,117.16554070097274,11.954890126224726,255,2.0943464131563765,0.2136949234881093,4793,0.2501084879475351,85.67538115902,0.4470715634469275,4,0.0715004224152055,2.19883241328644
NP0215402,Madhesh,Saptari,Agnisair Krishna Sabaran,0,102.82291741058982,86.79443714095545,26.64708455590513,143.4977957615081,619.5994262695312,19515.7002235651,1626.3083519637585,2071.2706178426743,1395.6670889420943,1657.5102348327637,1713.3334712982178,142.77778927485147,161.46063497157783,84.769775390625,411.6363830566406,326.8666076660156,60.26153213854751,8.58202916131522,56.0018992924966,160.64574108655236,0.0634021572297513,-0.1804999913320063,1.2994700759705724,22.79610709366073,0.2217025899258616,8,757.9,757.9,212.9,213.0,1,61.137812653261406,0.0098087297694948,2.2461991172143208,34.07552721922511,1.31436978911231,1.1574301128003923,0.0,0.0588523786169691,0.0,0.0,61.137812653261406,2,21466.837231636047,208.7748312559079,38.3336379136358,145.71910095214844,125.41638811356,20.849621178185664,283,1.21973185814939,0.2027721222393398,5657,0.276475265361804,55.01691784731816,0.2688848676193364,7,0.0680782084021967,2.209277500173941
NP0215403,Madhesh,Saptari,Tirahut,0,37.71542492196717,86.85333195345983,26.593276820294907,142.8212779339622,608.8751831054688,19423.69379901886,1618.6411499182384,2104.444969177246,1387.30229325728,1664.4416961669922,1686.6615672111511,140.55513060092926,91.81806176424764,77.9198989868164,126.78446197509766,48.86456298828125,7.566220379334748,1.586091269684274,23.288243509913933,155.2022063133296,0.1178793133607463,-0.2551400101270266,1.2901459185763908,12.148421818491236,0.3221075155225268,1,743.8,743.8,181.2,56143.3,1,19.126265316995205,0.0,2.7970165157165687,73.44166222695792,1.5183803942461374,3.0367607884922747,0.0,0.0799147575919019,0.0,0.0,73.44166222695792,2,16459.62828731537,436.4163554134727,83.55141262596634,278.3104248046875,103.25610772709229,11.627477098241505,215,2.7377686434854738,0.3082950045584435,6732,0.3050571116149408,178.4946083446876,0.808839121516199,5,0.1325717530783479,1.645785779245721
