adm3_pcode,adm1_name,adm2_name,adm3_name,flood_label,area_km2,centroid_lon,centroid_lat,chirps_monthly_mean_mm,chirps_monthly_max_mm,chirps_total_mm_available_period,chirps_mean_annual_total_mm,chirps_max_annual_total_mm,chirps_mean_monsoon_total_mm,chirps_max_monsoon_total_mm,chirps_latest_12_month_total_mm,chirps_latest_12_month_mean_mm,elevation_mean_m,elevation_min_m,elevation_max_m,elevation_range_m,elevation_std_m,slope_mean_degrees,slope_max_degrees,aspect_mean_degrees,aspect_sin_mean,aspect_cos_mean,nearest_river_distance_km,river_length_km,river_density_km_per_km2,river_intersection_count,hybas_dist_sink,hybas_dist_main,hybas_sub_area_km2,hybas_up_area_km2,landcover_tiles_used_count,lc_10_tree_cover_percent,lc_20_shrubland_percent,lc_30_grassland_percent,lc_40_cropland_percent,lc_50_built_up_percent,lc_60_bare_sparse_vegetation_percent,lc_70_snow_and_ice_percent,lc_80_permanent_water_bodies_percent,lc_90_herbaceous_wetland_percent,lc_100_moss_and_lichen_percent,dominant_landcover_percent,landcover_classes_over_5_percent,worldpop_population_sum,worldpop_population_density_per_km2,worldpop_population_mean_pixel_value,worldpop_population_max_pixel_value,osm_road_length_km,osm_major_road_length_km,osm_road_segment_count,osm_road_density_km_per_km2,osm_major_road_density_km_per_km2,osm_building_count,osm_building_footprint_area_km2,osm_building_density_per_km2,osm_building_footprint_percent,osm_place_count,osm_place_density_per_km2,osm_nearest_place_distance_km
NP0104406,Koshi,Jhapa,Haldibari,1,116.8394878,88.00143282,26.51561441,199.7355855,1153.2229,27164.03963,2263.66997,2899.741686,1987.284672,2447.868213,2373.026793,197.7522328,97.70837665,74.5,146.8265076,72.32650757,12.11545676,2.917341354,27.36641925,185.5888293,-0.006281486,-0.064192413,1.393085071,44.3793564,0.37983183,14,630.3,630.3,129.6,129.6,1,53.85075647,0,0.658175912,45.11496709,0.282075391,0.09402513,0,0,0,0,53.85075647,2,25354.35567,217.001599,69.27419581,250.7455597,404.9335941,36.22925289,1070,3.465725517,0.310077129,10147,0.668637001,86.84563922,0.572269713,1,0.00855875,3.146307096
NP0104407,Koshi,Jhapa,Kachanakawal,1,109.1788081,87.99945827,26.42364318,207.0207769,1070.429718,28154.82566,2346.235472,3012.22411,2037.404592,2507.77758,2468.077628,205.6731356,69.50080814,55.43696213,112.5574417,57.12047958,5.80704454,1.288587683,23.45779249,167.6934352,0.030548661,-0.140031721,0.462307605,62.86847719,0.575830404,19,627.8,627.8,160.3,848.7,1,17.40611193,0.009204713,1.491163476,79.24337261,1.021723122,0.156480118,0,0.662739323,0.009204713,0,79.24337261,2,31576.77667,289.2207491,78.94194167,418.1347351,475.3942445,29.36957534,1417,4.354272159,0.269004359,11432,0.618302197,104.708965,0.566320706,9,0.08243358,1.252049744
NP0105101,Koshi,Morang,Biratnagar,1,76.75651389,87.27709847,26.44934656,156.4310454,814.5415039,21274.62218,1772.885181,2258.401007,1509.330855,1827.857869,1771.730611,147.6442176,70.4788045,59.35129547,88.43850708,29.08721161,5.337051839,1.302976529,17.27177099,183.8787794,-0.005122928,-0.075558202,2.306158658,23.65530814,0.308186328,4,639.9,639.9,177.4,415.7,1,10.97417071,0,1.389799397,59.27625541,28.05821424,0.144224466,0,0.157335781,0,0,59.27625541,3,171706.6818,2237.03075,42.48062391,169.6775818,812.960892,130.0543544,3664,10.59142542,1.694375471,56975,4.808087578,742.2822783,6.264077581,19,0.247535995,1.224242119
NP0105301,Koshi,Morang,Letang,0,218.4590302,87.51657514,26.7553958,172.1485511,955.190421,23412.20295,1951.016912,2319.699298,1677.721623,1900.300193,2078.968368,173.247364,528.2695006,123.6790237,1908.770508,1785.091484,395.4088489,15.60292326,61.82875211,180.143408,-0.000530784,-0.212063563,1.203717858,81.57450133,0.373408695,21,638.6,638.6,227.4,227.4,1,85.56270096,0,1.727147451,9.554432706,0.422599908,2.696371153,0,0.036747818,0,0,85.56270096,2,25767.95809,117.9532751,123.8844139,891.2872314,607.0191138,72.88928344,1647,2.778640523,0.333651959,14583,0.696847445,66.75393545,0.318983127,2,0.009155035,2.357894644
NP0105302,Koshi,Morang,Sundarharaicha,0,109.798122,87.34979171,26.65746092,160.3940872,876.1286469,21813.59586,1817.799655,2229.692944,1560.221944,1796.512978,1901.497605,158.4581338,126.7325559,93.5,200.6782837,107.1782837,21.27380062,1.873771417,22.9670062,199.8726605,-0.092378679,-0.255574249,0.536933412,61.3285018,0.558556929,8,641.9,641.9,100.4,100.4,1,40.67951411,0,0.849392639,51.38368801,5.525618778,1.534386702,0,0.027399763,0,0,51.38368801,3,77598.12196,706.7345101,29.66289066,293.4958496,588.3911102,46.4555666,1951,5.358844937,0.423099829,35353,2.416089614,321.9818277,2.200483551,2,0.018215248,3.398941776
NP0105303,Koshi,Morang,Belbari,1,132.3356662,87.43939486,26.62960761,172.8230687,955.2806193,23503.93734,1958.661445,2357.804118,1675.663233,1922.104568,2049.027864,170.752322,126.4965255,80,218.26651,138.26651,31.68733446,2.07532285,22.89311886,197.0751956,-0.072302512,-0.235385528,0.416141192,56.21536624,0.424793768,13,642.1,642.1,324.4,324.4,1,46.23386484,0,1.017463933,48.83067578,2.148823083,1.71602126,0,0.053151101,0,0,48.83067578,2,65022.6646,491.3464862,81.58427176,421.3264771,531.3042462,29.26639372,1615,4.014822771,0.221152729,28963,1.381044436,218.8601216,1.043592008,1,0.007556542,4.13452881
NP0105304,Koshi,Morang,Pathari Shanishchare,0,79.31935091,87.56510021,26.61180863,202.4283173,1075.980072,27530.25115,2294.187596,2762.499121,1988.921152,2283.134567,2427.233495,202.2694579,109.8684432,85.41356659,168.5191345,83.10556793,16.11671119,2.138065826,22.73935803,185.2007724,-0.016458119,-0.180817273,0.778186892,23.79702384,0.300015363,6,638.4,638.4,196.4,196.4,1,34.93715882,0,1.167957344,60.60683001,2.539037705,0.660149803,0,0.08886632,0,0,60.60683001,2,50543.55426,637.2159338,43.76065304,383.0384521,527.9134158,17.79995421,2168,6.655543821,0.224408722,25774,1.261695643,324.9396232,1.59065301,1,0.012607264,5.041130215
NP0105305,Koshi,Morang,Urlabari,1,74.33957562,87.62165619,26.64923887,220.7780417,1185.82015,30025.81367,2502.151139,2996.239168,2183.434825,2489.792979,2615.826558,217.9855465,119.7757225,90,163.6115265,73.61152649,15.21543153,1.34050103,17.66259815,182.4268432,-0.010813476,-0.255144616,1.533312848,45.49282008,0.611959642,9,653.1,653.1,116.9,117,1,17.42659992,0,1.840075768,71.01880666,4.803138953,4.505479637,0,0.405899066,0,0,71.01880666,2,40191.97444,540.6538053,20.63243041,212.9276733,458.6990916,24.6108616,1798,6.170321633,0.331060023,21972,1.460942679,295.5626235,1.965228704,1,0.013451785,2.294507497
NP0105306,Koshi,Morang,Rangeli,0,111.390257,87.47015666,26.49454435,172.344614,944.5526855,23438.86751,1953.238959,2417.986799,1673.894018,1981.913147,2054.973037,171.2477531,75.11791467,62.5,95.66248322,33.16248322,5.811680367,1.107530508,14.58803123,182.564327,-0.007104466,-0.158631907,0.882286779,19.05605175,0.171074673,5,638.6,638.6,227.4,227.4,1,13.88015452,0,2.416674153,80.83730123,2.183092265,0.395292427,0,0.287485401,0,0,80.83730123,2,45567.53808,409.0801057,74.33529867,375.5848694,446.3948048,20.80899849,1507,4.007485188,0.186811657,25605,0.95705699,229.867501,0.85919273,2,0.017954892,1.902882232
NP0105307,Koshi,Morang,Sunwarshi,1,106.0141535,87.5545828,26.48132195,180.8427385,925.1103821,24594.61244,2049.551036,2610.533701,1763.384417,2152.384232,2124.944011,177.0786676,75.97366767,62.5,99.95787811,37.45787811,6.783904515,1.047305242,14.27740209,204.353431,-0.063970612,-0.141327652,0.007966995,46.62770311,0.439825264,8,638.4,638.4,196.4,196.4,1,12.38248979,0.018991549,1.101509828,83.71474694,2.155540784,0.341847878,0,0.284873231,0,0,83.71474694,2,40085.85379,378.1179443,108.0481234,319.6660461,419.1811956,40.82865169,1267,3.954011627,0.385124536,21403,0.815092435,201.8881375,0.768852468,19,0.179221353,2.041947601
NP0105308,Koshi,Morang,Ratuwamai,1,141.6241383,87.61995376,26.47913138,193.1009199,959.1809204,26261.72511,2188.477092,2786.416324,1877.840499,2286.508807,2255.220308,187.9350257,78.41108705,61,104.7319565,43.73195648,8.668004851,1.076183965,18.61661464,186.5780525,-0.016284644,-0.141217826,0.119982111,44.98431902,0.317631723,7,612,612,153.2,456.4,1,10.91820171,0.021172983,2.110240666,82.83576823,1.411532218,1.722069306,0,0.981014892,0,0,82.83576823,2,44420.60556,313.6513739,103.06405,336.9114685,624.8995596,47.85341204,1911,4.412380311,0.337890225,24796,1.079632225,175.0831482,0.762322184,2,0.014121886,2.27863753
NP0105401,Koshi,Morang,Kerabari,0,219.0924038,87.40409315,26.78582865,144.7008226,760.717186,19679.31187,1639.942656,1976.611211,1400.161051,1599.913139,1789.876222,149.1563518,688.7752982,135.3955231,2040.738892,1905.343369,495.8506816,18.6265874,62.82571394,186.0676825,-0.029561386,-0.278097302,0.219202355,65.30511406,0.298071101,23,674.6,674.6,133.5,133.5,1,84.86377397,0,1.807173654,10.67791946,0.311897991,2.247500229,0.018346941,0.073387763,0,0,84.86377397,2,19479.43553,88.90968009,126.4898411,5240.09668,595.6198843,47.11261143,1708,2.718578436,0.215035349,14938,0.698750209,68.1812776,0.318929455,1,0.004564284,2.615043094
NP0105402,Koshi,Morang,Miklajung,1,158.3989715,87.61227115,26.78086706,173.1379023,982.4114624,23546.75471,1962.229559,2365.662074,1687.975337,1923.0362,2092.126032,174.343836,673.6358553,140.5522003,2402.43457,2261.88237,528.4971732,16.90675137,60.07236369,169.0905431,0.064194793,-0.333062768,0.689296142,66.01965626,0.416793465,19,662.6,662.6,192.3,192.3,1,78.37460317,0,1.987301587,16.45714286,0.419047619,2.73015873,0,0.031746032,0,0,78.37460317,2,20615.68761,130.150388,124.1908892,773.5671387,541.428662,17.07105567,1388,3.418132433,0.107772516,14210,0.636469572,89.71017844,0.401814208,14,0.088384412,1.352056727
NP0105403,Koshi,Morang,Kanepokhari,1,82.00709856,87.50035124,26.59642281,182.8300478,977.9983215,24864.8865,2072.073875,2510.075062,1778.069605,2052.722977,2214.501884,184.5418236,109.4911453,75.5,188.7566071,113.2566071,24.38300235,2.191463082,28.2239457,178.940803,0.004445853,-0.240464803,0.677784961,39.63982128,0.48337061,8,638.6,638.6,227.4,227.4,1,40.23255814,0,1.064871481,56.27906977,0.844553244,1.481028152,0,0.097919217,0,0,56.27906977,2,30292.64146,369.3904795,150.709659,393.9699707,390.3962913,27.16225677,1290,4.760518274,0.331218361,14080,0.724628686,171.692454,0.883617027,4,0.048776265,1.668507611
NP0105404,Koshi,Morang,Budhiganga,1,56.23141054,87.29809922,26.56132904,158.3212297,829.3468628,21531.68724,1794.30727,2226.389711,1530.486142,1769.267029,1864.748661,155.3957217,88.30893203,71.06025696,110.2654266,39.20516968,7.171041732,1.456890008,17.23426023,190.3621128,-0.028046377,-0.153383862,0.921560727,20.66502294,0.367499637,3,639.9,639.9,177.4,415.7,1,20.37269307,0,1.25425551,69.43200143,8.475183659,0.394194589,0,0.071671743,0,0,69.43200143,3,126313.4331,2246.314505,114.0012934,977.796875,326.763547,50.34449994,1200,5.811050155,0.895309213,16558,1.343292649,294.4617579,2.38886529,22,0.391240408,1.584586077
NP0105405,Koshi,Morang,Gramthan,0,71.599053,87.35536544,26.55384935,162.4911105,890.2532654,22098.79103,1841.565919,2267.805031,1570.928698,1838.867905,1882.737308,156.8947757,88.50283066,72.10710144,112.6983795,40.59127808,6.682589232,1.277774079,16.55412031,184.0234996,-0.012871551,-0.182993153,1.187104879,26.77942909,0.37401932,3,642.1,642.1,324.4,324.4,1,16.73843589,0,1.319627726,78.52479511,2.736491179,0.597305181,0,0.083344909,0,0,78.52479511,2,26662.68129,372.3887421,38.69765063,161.062561,281.8013304,15.95848979,682,3.935824827,0.222886884,16675,0.698210187,232.8941418,0.97516679,8,0.111733321,1.14004005
NP0105406,Koshi,Morang,Katahari,1,51.42249299,87.34324626,26.48710472,165.3522939,899.0579224,22487.91198,1873.992665,2311.067968,1601.94747,1874.918381,1916.269607,159.6891339,74.37326389,63.71327209,94.48464966,30.77137756,3.888983697,1.089082275,13.72954018,178.5067909,0.003728582,-0.143036647,0.465466131,30.69777827,0.596971801,5,642.1,642.1,324.4,324.4,1,10.43546489,0,3.785798352,78.65829737,5.84542958,0.902314633,0,0.372695175,0,0,78.65829737,3,21248.07233,413.2057995,23.34953003,119.9875488,218.3444539,14.94525018,587,4.246088456,0.290636438,15191,0.756757323,295.4154713,1.47164651,2,0.038893486,2.821398742
NP0105407,Koshi,Morang,Jahada,1,62.17302578,87.33279548,26.40571937,160.9232653,827.112793,21885.56408,1823.797007,2280.350809,1564.789103,1861.152786,1840.987243,153.4156036,64.14326784,56,81.72843933,25.72843933,3.253209939,1.348592321,15.14951415,177.3536181,0.003836365,-0.083000558,0.075202441,16.89573499,0.271753462,4,622.5,622.5,88.1,513,1,18.53705797,0,0.452123365,78.65331826,2.309058615,0.032294526,0,0.016147263,0,0,78.65331826,2,32619.433,524.6557103,42.80765486,144.587326,212.1464217,0,478,3.412193937,0,13896,0.470639453,223.5052875,0.75698335,1,0.016084146,5.68831077
NP0105408,Koshi,Morang,Dhanapalthan,0,70.02530583,87.40255927,26.45671813,171.713117,912.881958,23352.98391,1946.081992,2473.719362,1671.21028,2020.983348,2004.891429,167.0742858,69.08000023,59.76085663,89.57486725,29.81401062,4.011943892,1.155609097,15.6322079,178.7689125,0.002770695,-0.128930488,0.878192243,22.18458714,0.316808144,5,618.5,618.5,123.4,729.5,1,13.21187778,0,1.563620714,81.293932,3.127241429,0.573805767,0,0.229522307,0,0,81.293932,2,31906.1034,455.636759,52.04910832,182.2662201,255.9606138,8.367636399,661,3.655258777,0.119494464,14191,0.486558299,202.6553091,0.694832095,4,0.057122207,3.189215926
NP0106201,Koshi,Sunsari,Dharan,1,191.9955738,87.27438879,26.80083956,149.4834472,738.9151524,20329.74882,1694.145735,2032.0993,1481.051391,1672.586884,1859.217977,154.9348314,477.8024374,116.4995041,1792.429443,1675.929939,348.2313552,13.23376284,65.86802385,205.7300241,-0.144803864,-0.300477156,1.627252507,69.56279202,0.362314561,12,710.6,710.6,126.9,126.9,1,85.74328545,0.00520508,1.32209036,5.116593796,6.423068915,1.348115761,0,0.041640641,0,0,85.74328545,3,184962.2394,963.3672055,70.7312579,1375.910645,924.4995601,53.70512561,3688,4.815212881,0.279720644,49856,3.247638719,259.6726529,1.691517494,4,0.020833814,1.641813224
NP0106202,Koshi,Sunsari,Itahari,1,93.4793304,87.26489665,26.67268367,144.0328411,762.7882894,19588.46639,1632.372199,1981.070198,1430.758521,1630.164815,1744.090383,145.3408653,118.4309191,86.97727203,200.3052368,113.3279648,22.01566741,1.698547338,23.69743728,206.3430628,-0.114642167,-0.231522554,0.445766489,32.31170742,0.345656171,5,664.3,664.3,169.9,169.9,1,29.54813781,0,0.965976173,54.91037888,13.79199313,0.590318772,0,0.182462166,0.010733069,0,54.91037888,3,632314.016,6764.212081,128.5191089,859.2232666,679.7916279,39.82309733,2987,7.272106305,0.426009655,53110,4.593878612,568.1469879,4.914325543,12,0.128370624,1.424561351
NP0106301,Koshi,Sunsari,Barahachhetra,0,221.4141435,87.13344914,26.75467881,162.4341166,813.2112088,22091.03986,1840.919989,2222.119486,1628.645762,1871.023536,2023.770081,168.6475067,155.6203619,67.43769836,878.0581055,810.6204071,136.661775,4.845828743,58.14247537,238.8332011,-0.117927023,-0.071325778,0.887926186,38.11887761,0.172160988,16,710.6,710.6,117.2,117.3,1,39.78558125,0.027256621,5.842002453,38.84068505,1.521828011,4.579112343,0,9.394448735,0.00908554,0,39.78558125,4,260276.1283,1175.517174,185.9115202,1171.001831,709.5470599,84.34490039,1927,3.204614884,0.380937275,25422,1.509165858,114.8165135,0.681603187,8,0.036131387,0.636621999
NP0106302,Koshi,Sunsari,Ramdhuni,1,91.4154622,87.18051685,26.68755737,158.6691059,811.4370931,21578.9984,1798.249866,2177.60399,1581.241233,1800.512197,1952.917254,162.7431045,101.6770769,82,150.1382141,68.13821411,9.350163858,1.473953697,22.89285887,233.3669358,-0.17811109,-0.132436512,0.40410097,47.3953684,0.51846118,10,710.6,710.6,126.9,126.9,1,24.49136699,0,0.538876059,71.67051578,2.936324645,0.263939294,0,0.098977235,0,0,71.67051578,2,139964.3553,1531.079665,89.8936129,344.6116028,354.6223952,13.50449405,1104,3.879238661,0.147726585,19479,1.141406452,213.0821147,1.248592333,2,0.021878137,2.586428853
NP0106303,Koshi,Sunsari,Inaruwa,1,77.68210764,87.1623054,26.60703764,150.9930498,793.4757284,20535.05477,1711.254564,2080.473995,1482.570513,1698.099284,1844.754063,153.7295053,86.43379636,73.00299072,107.2367554,34.23376465,4.836397961,1.244920254,16.7437861,207.2761277,-0.067173155,-0.130278758,0.709569664,30.34205785,0.390592619,5,664.3,664.3,169.9,169.9,1,19.82282706,0,0.924380537,73.06457825,5.969957633,0.192579278,0,0.025677237,0,0,73.06457825,3,239347.1416,3081.110295,67.10040414,364.3123474,355.965247,24.44063497,960,4.582332506,0.314623737,20014,1.191247402,257.6397656,1.533490064,52,0.669394814,0.559809282
NP0106304,Koshi,Sunsari,Duhabi,1,67.54169384,87.24637228,26.55448087,153.9193357,804.8054504,20933.02965,1744.419137,2143.908968,1492.702667,1753.318695,1820.334098,151.6945082,84.56764293,68.96520996,106.7575302,37.79232025,6.579267141,1.265667985,16.26770856,206.3880365,-0.064801642,-0.130610532,0.371766494,19.18329313,0.284021499,6,639.9,639.9,177.4,415.7,1,15.52491103,0,1.290035587,76.2455516,6.494661922,0.355871886,0,0.088967972,0,0,76.2455516,3,615020.6461,9105.792454,227.3643793,1236.334351,328.8340304,40.46637286,1015,4.868607992,0.599131745,17537,1.344213465,259.647027,1.990198038,59,0.873534504,0.371589471
NP0106401,Koshi,Sunsari,Koshi,0,75.77210139,87.00706099,26.56706344,146.8699966,675.1136169,19974.31954,1664.526629,2122.752985,1427.222972,1695.797348,1762.217377,146.8514481,79.31815054,70.5,94.40254211,23.90254211,3.209608007,1.028225985,14.69469557,189.277979,-0.010612572,-0.064963667,1.994071624,21.36468167,0.281959735,7,757.9,757.9,47.8,55749,2,18.08426073,0,12.3608903,54.53100159,4.319024907,2.927927928,0,7.604663487,0.172231055,0,54.53100159,4,172955.241,2282.571524,159.2589696,483.5348511,239.9139669,19.76691221,715,3.166257271,0.260873222,11161,0.557191757,147.2969575,0.735352125,4,0.052789878,6.57308265
NP0106402,Koshi,Sunsari,Bhokraha Narsingh,0,63.18533636,87.0975926,26.59175437,150.6557207,746.9936523,20489.17801,1707.431501,2148.470893,1462.610663,1726.891418,1838.81955,153.2349625,81.71837773,74.5,104.0574646,29.5574646,3.572044899,1.245220418,19.15465719,180.8599815,-0.001363145,-0.090811957,1.295882753,32.18265237,0.509337359,3,689.8,689.8,180.4,424.7,1,24.65579997,0,0.569710397,70.4383605,4.25700269,0.063301155,0,0.015825289,0,0,70.4383605,2,166586.5121,2636.474247,40.2480097,362.2277527,213.9280247,5.593771027,459,3.385722654,0.088529576,10408,0.598428764,164.721763,0.947100701,10,0.158264569,0.917551433
NP0106403,Koshi,Sunsari,Gadhi,1,66.86561921,87.19659734,26.56059755,150.4278121,781.2640584,20458.18244,1704.848537,2102.155425,1458.730724,1702.73823,1791.177367,149.2647806,82.16371018,69.42977142,110.2411118,40.81134033,6.413392426,1.091332413,16.46903421,206.5857122,-0.072391913,-0.144653396,0.698583327,18.58719067,0.277978293,6,664.3,664.3,169.9,169.9,1,12.43259437,0,0.359496705,85.59017376,1.587777112,0.029958059,0,0,0,0,85.59017376,2,128996.1093,1929.184397,123.4412529,332.9349365,247.9729551,3.737738706,651,3.708527013,0.055899261,12172,0.546156239,182.0367499,0.816796801,35,0.52343791,0.674700241
NP0106404,Koshi,Sunsari,Harinagar,1,52.14188243,87.11334503,26.49873272,153.7223001,771.1912842,20906.23281,1742.186067,2192.037234,1481.677383,1773.540863,1791.267485,149.2722904,74.71968377,68.91448975,90.14044189,21.22595215,2.749698842,1.315806794,14.56108373,169.0154062,0.013366308,-0.068862547,1.537458515,8.800910089,0.168787732,2,674,674,106.9,531.6,1,20.0038432,0,0.403535742,73.25134512,6.225980015,0.096079939,0,0.019215988,0,0,73.25134512,3,220257.9959,4224.204912,162.5520265,568.2677002,163.3151362,6.448293866,340,3.132129655,0.123668222,10940,0.579462099,209.8121412,1.11131795,5,0.095892203,0.976128734
NP0106405,Koshi,Sunsari,Dewangunj,1,53.40158019,87.15053963,26.45243753,156.1449016,785.7220459,21235.70661,1769.642218,2290.924205,1506.3735,1876.000183,1767.481966,147.2901639,70.75639689,62.5,85.75508881,23.25508881,2.658965622,1.506816338,14.15345116,145.3499044,0.031763537,-0.045957848,0.954806442,11.37486929,0.21300623,6,639.9,639.9,152.9,322.6,1,24.41287879,0,0.227272727,70.35984848,4.943181818,0.056818182,0,0,0,0,70.35984848,2,134600.2198,2520.528781,142.2835305,521.7241821,214.3265944,13.7332557,484,4.013487872,0.257169463,9589,0.463883081,179.5639748,0.868669204,3,0.056178113,1.20973277
NP0106406,Koshi,Sunsari,Barju,0,69.21487152,87.20593214,26.45952443,160.3008582,832.5358887,21800.91671,1816.743059,2319.687383,1542.028224,1894.160436,1814.786443,151.2322036,69.99934037,62.36268616,87.96218109,25.59949493,2.833105057,1.157255237,19.02707588,208.4239416,-0.037926585,-0.070073749,0.837740274,22.86125798,0.330294017,11,639.9,639.9,152.9,322.6,1,12.36231884,0,0.507246377,84.7826087,2.115942029,0.043478261,0,0.130434783,0.057971014,0,84.7826087,2,151974.7693,2195.695318,213.4477097,394.2770386,316.0443055,21.68581033,761,4.56613295,0.313311429,11418,0.52144748,164.9645481,0.753374916,4,0.057791049,1.490758546
